mx,my,mz
-2.1000001430511475,37.80000305175781,-31.200000762939453
4.5,37.80000305175781,-19.80000114440918
10.200000762939453,37.5,-28.80000114440918
7.800000190734863,39.900001525878906,-31.500001907348633
-10.800000190734863,38.70000076293945,-35.10000228881836
-7.800000190734863,38.10000228881836,-37.20000076293945
-9.600000381469727,39.0,-35.400001525878906
-9.300000190734863,38.400001525878906,-35.400001525878906
-9.300000190734863,38.70000076293945,-35.400001525878906
-9.300000190734863,38.70000076293945,-35.70000076293945
-9.0,38.400001525878906,-35.70000076293945
-9.300000190734863,38.10000228881836,-36.30000305175781
-9.600000381469727,38.10000228881836,-36.900001525878906
-10.5,38.10000228881836,-37.20000076293945
-10.800000190734863,38.10000228881836,-36.30000305175781
-12.0,38.10000228881836,-36.60000228881836
-12.90000057220459,36.900001525878906,-36.60000228881836
-15.90000057220459,35.400001525878906,-36.60000228881836
-20.100000381469727,35.10000228881836,-36.30000305175781
-20.700000762939453,35.70000076293945,-35.70000076293945
-20.100000381469727,38.10000228881836,-32.400001525878906
-17.100000381469727,38.400001525878906,-32.70000076293945
-16.5,38.10000228881836,-32.400001525878906
-16.5,37.5,-33.60000228881836
-16.80000114440918,37.5,-33.60000228881836
-17.400001525878906,37.20000076293945,-35.10000228881836
-15.90000057220459,36.60000228881836,-37.5
-13.500000953674316,35.70000076293945,-39.0
-12.600000381469727,36.30000305175781,-38.10000228881836
-12.300000190734863,37.80000305175781,-36.0
-8.700000762939453,39.0,-31.500001907348633
0.6000000238418579,38.70000076293945,-29.100000381469727
3.9000000953674316,39.0,-25.80000114440918
7.200000286102295,38.70000076293945,-23.400001525878906
8.100000381469727,38.70000076293945,-23.100000381469727
8.100000381469727,37.80000305175781,-27.30000114440918
9.90000057220459,36.30000305175781,-30.30000114440918
12.300000190734863,35.400001525878906,-30.900001525878906
14.700000762939453,35.70000076293945,-30.600000381469727
14.40000057220459,35.70000076293945,-30.600000381469727
13.500000953674316,35.400001525878906,-31.200000762939453
14.100000381469727,35.10000228881836,-30.600000381469727
